Highest NIBRS/UCR Offense Description,GO Report Date,GO Location Zip
Theft,24-Apr-16,78725
Theft,24-Apr-16,78759
Theft,24-Apr-16,78744
Theft,24-Apr-16,78753
Theft,24-Apr-16,78753
Theft,24-Apr-16,78750
Theft,24-Apr-16,78757
Theft,24-Apr-16,78745
Theft,24-Apr-16,78759
Theft,24-Apr-16,78750
Theft,24-Apr-16,78759
Theft,24-Apr-16,78735
Theft,24-Apr-16,78724
Theft,24-Apr-16,78756
Theft,24-Apr-16,78701
Theft,24-Apr-16,78744
Theft,24-Apr-16,78724
Theft,24-Apr-16,78723
Theft,24-Apr-16,78749
Theft,24-Apr-16,78744
Theft,24-Apr-16,78724
Theft,24-Apr-16,78747
Theft,24-Apr-16,78745
Theft,24-Apr-16,78702
Theft,24-Apr-16,78757
Theft,24-Apr-16,78702
Theft,24-Apr-16,78719
Theft,24-Apr-16,78744
Theft,24-Apr-16,78724
Theft,24-Apr-16,78759
Theft,24-Apr-16,78741
Theft,24-Apr-16,78701
Theft,24-Apr-16,78726
Theft,24-Apr-16,78749
Theft,24-Apr-16,78751
Theft,24-Apr-16,78703
Theft,24-Apr-16,78759
Theft,24-Apr-16,78702
Theft,24-Apr-16,78722
Theft,25-Apr-16,78757
Agg Assault,25-Apr-16,78758
Agg Assault,25-Apr-16,78758
Burglary,25-Apr-16,78751
Agg Assault,25-Apr-16,78744
Theft,25-Apr-16,78744
Theft,25-Apr-16,78744
Auto Theft,25-Apr-16,78741
Rape,25-Apr-16,
Auto Theft,25-Apr-16,78736
Burglary,25-Apr-16,78745
Agg Assault,25-Apr-16,78759
Theft,25-Apr-16,78745
Burglary,25-Apr-16,78757
Rape,25-Apr-16,78729
Burglary,25-Apr-16,78753
Burglary,25-Apr-16,78753
Theft,25-Apr-16,78745
Burglary,25-Apr-16,78724
Burglary,25-Apr-16,78756
Burglary,25-Apr-16,78701
Theft,25-Apr-16,78613
Burglary,25-Apr-16,78723
Burglary,25-Apr-16,78744
Theft,25-Apr-16,78723
Rape,25-Apr-16,78723
Burglary,25-Apr-16,78745
Theft,25-Apr-16,78741
Theft,25-Apr-16,78758
Burglary,25-Apr-16,78741
Theft,25-Apr-16,78703
Burglary,25-Apr-16,78748
Agg Assault,25-Apr-16,78701
Theft,25-Apr-16,78749
Auto Theft,25-Apr-16,78702
Theft,25-Apr-16,78704
Burglary,25-Apr-16,78704
Theft,25-Apr-16,78753
Burglary,25-Apr-16,78753
Theft,25-Apr-16,78753
Theft,25-Apr-16,78704
Theft,25-Apr-16,78704
Burglary,25-Apr-16,78741
Burglary,25-Apr-16,78758
Burglary,25-Apr-16,78753
Theft,25-Apr-16,78749
Burglary,25-Apr-16,78744
Theft,25-Apr-16,78660
Burglary,25-Apr-16,78745
Theft,25-Apr-16,78613
Theft,25-Apr-16,78723
Burglary,25-Apr-16,78727
Agg Assault,25-Apr-16,78741
Agg Assault,25-Apr-16,78729
Agg Assault,25-Apr-16,78753
Burglary,25-Apr-16,78748
Theft,25-Apr-16,78753
Robbery,25-Apr-16,78753
Robbery,25-Apr-16,78701
Agg Assault,25-Apr-16,78741
Theft,25-Apr-16,78704
Rape,25-Apr-16,78727
Theft,25-Apr-16,78702
Theft,25-Apr-16,78741
Theft,25-Apr-16,78721
Theft,25-Apr-16,78702
Theft,25-Apr-16,78744
Theft,25-Apr-16,78759
Theft,25-Apr-16,78717
Theft,25-Apr-16,78741
Theft,25-Apr-16,78724
Theft,25-Apr-16,78735
Theft,25-Apr-16,78741
Theft,25-Apr-16,78704
Theft,25-Apr-16,78702
Theft,25-Apr-16,78752
Theft,25-Apr-16,78701
Theft,25-Apr-16,78753
Theft,25-Apr-16,78723
Theft,25-Apr-16,78745
Theft,25-Apr-16,78758
Theft,25-Apr-16,78701
Theft,25-Apr-16,78754
Theft,25-Apr-16,78757
Theft,25-Apr-16,78653
Theft,25-Apr-16,78757
Theft,25-Apr-16,78741
Theft,25-Apr-16,78704
Theft,25-Apr-16,78753
Theft,25-Apr-16,78752
Theft,25-Apr-16,78702
Theft,25-Apr-16,78744
Theft,25-Apr-16,78753
Theft,25-Apr-16,78704
Theft,25-Apr-16,78758
Theft,25-Apr-16,78701
Theft,25-Apr-16,78702
Theft,25-Apr-16,78705
Theft,25-Apr-16,78702
Theft,25-Apr-16,78749
Theft,25-Apr-16,78701
Theft,25-Apr-16,78746
Theft,25-Apr-16,78702
Theft,25-Apr-16,78744
Theft,25-Apr-16,78746
Theft,25-Apr-16,78704
Theft,25-Apr-16,78752
Theft,25-Apr-16,78741
Theft,25-Apr-16,78722
Theft,25-Apr-16,78704
Theft,25-Apr-16,78759
Theft,25-Apr-16,78758
Theft,25-Apr-16,78757
Theft,25-Apr-16,78748
Theft,25-Apr-16,78723
Theft,25-Apr-16,78751
Theft,25-Apr-16,78751
Theft,25-Apr-16,78759
Theft,25-Apr-16,78752
Theft,25-Apr-16,78751
Theft,25-Apr-16,78756
Theft,25-Apr-16,78723
Theft,25-Apr-16,78741
Theft,25-Apr-16,78752
Theft,25-Apr-16,78735
Theft,25-Apr-16,78701
Theft,25-Apr-16,78759
Theft,25-Apr-16,78741
Burglary,26-Apr-16,78702
Agg Assault,26-Apr-16,78758
Burglary,26-Apr-16,78741
Burglary,26-Apr-16,78741
Theft,26-Apr-16,78741
Robbery,26-Apr-16,78744
Theft,26-Apr-16,78759
Rape,26-Apr-16,78744
Theft,26-Apr-16,78757
Theft,26-Apr-16,78704
Burglary,26-Apr-16,78757
Burglary,26-Apr-16,78703
Burglary,26-Apr-16,78702
Robbery,26-Apr-16,78758
Theft,26-Apr-16,78703
Rape,26-Apr-16,78749
Agg Assault,26-Apr-16,78721
Auto Theft,26-Apr-16,78729
Theft,26-Apr-16,78727
Theft,26-Apr-16,78753
Burglary,26-Apr-16,78702
Burglary,26-Apr-16,78745
Burglary,26-Apr-16,78752
Auto Theft,26-Apr-16,78704
Burglary,26-Apr-16,78756
Theft,26-Apr-16,78753
Agg Assault,26-Apr-16,78747
Agg Assault,26-Apr-16,78756
Agg Assault,26-Apr-16,78757
Auto Theft,26-Apr-16,78723
Burglary,26-Apr-16,78752
Theft,26-Apr-16,78753
Agg Assault,26-Apr-16,78723
Burglary,26-Apr-16,78753
Theft,26-Apr-16,78748
Theft,26-Apr-16,78746
Theft,26-Apr-16,78723
Theft,26-Apr-16,78729
Theft,26-Apr-16,78723
Burglary,26-Apr-16,78722
Rape,26-Apr-16,78744
Theft,26-Apr-16,78613
Theft,26-Apr-16,78758
Agg Assault,26-Apr-16,78753
Theft,26-Apr-16,78746
Theft,26-Apr-16,78753
Auto Theft,26-Apr-16,78702
Agg Assault,26-Apr-16,78754
Agg Assault,26-Apr-16,78745
Burglary,26-Apr-16,78746
Theft,26-Apr-16,78704
Theft,26-Apr-16,78723
Theft,26-Apr-16,78703
Agg Assault,26-Apr-16,78757
Theft,26-Apr-16,78756
Burglary,26-Apr-16,78723
Auto Theft,26-Apr-16,78753
Rape,26-Apr-16,78723
Burglary,26-Apr-16,78727
Auto Theft,26-Apr-16,78721
Theft,26-Apr-16,78744
Theft,26-Apr-16,78726
Agg Assault,26-Apr-16,78744
Theft,26-Apr-16,78745
Theft,26-Apr-16,78741
Theft,26-Apr-16,78704
Theft,26-Apr-16,78741
Theft,26-Apr-16,78753
Theft,26-Apr-16,78704
Theft,26-Apr-16,78745
Theft,26-Apr-16,78759
Theft,26-Apr-16,78752
Theft,26-Apr-16,78701
Theft,26-Apr-16,78702
Theft,26-Apr-16,78757
Theft,26-Apr-16,78757
Theft,26-Apr-16,78753
Theft,26-Apr-16,78723
Theft,26-Apr-16,78735
Theft,26-Apr-16,78744
Theft,26-Apr-16,78752
Theft,26-Apr-16,78759
Theft,26-Apr-16,78704
Theft,26-Apr-16,78702
Theft,26-Apr-16,78723
Theft,26-Apr-16,78724
Theft,26-Apr-16,78753
Theft,26-Apr-16,78701
Theft,26-Apr-16,78727
Theft,26-Apr-16,78744
Theft,26-Apr-16,78702
Theft,26-Apr-16,78744
Theft,26-Apr-16,78753
Theft,26-Apr-16,78723
Theft,26-Apr-16,78758
Theft,26-Apr-16,78753
Theft,26-Apr-16,
Theft,26-Apr-16,78759
Theft,26-Apr-16,78739
Theft,26-Apr-16,78723
Theft,26-Apr-16,78727
Theft,26-Apr-16,78757
Theft,26-Apr-16,78744
Theft,26-Apr-16,78703
Theft,26-Apr-16,78746
Theft,26-Apr-16,78702
Theft,26-Apr-16,78705
Theft,26-Apr-16,78745
Theft,26-Apr-16,78704
Theft,26-Apr-16,78702
Theft,26-Apr-16,78701
Theft,26-Apr-16,78701
Theft,26-Apr-16,78759
Theft,26-Apr-16,78722
Theft,26-Apr-16,78724
Theft,26-Apr-16,78702
Theft,26-Apr-16,78701
Theft,26-Apr-16,78741
Theft,26-Apr-16,78758
Theft,26-Apr-16,78704
Theft,26-Apr-16,78752
Burglary,27-Apr-16,78752
Theft,27-Apr-16,78748
Rape,27-Apr-16,78758
Theft,27-Apr-16,78705
Theft,27-Apr-16,78745
Theft,27-Apr-16,78721
Burglary,27-Apr-16,78704
Rape,27-Apr-16,78758
Burglary,27-Apr-16,78741
Burglary,27-Apr-16,78758
Theft,27-Apr-16,78741
Auto Theft,27-Apr-16,78751
Theft,27-Apr-16,78753
Auto Theft,27-Apr-16,78758
Burglary,27-Apr-16,78753
Burglary,27-Apr-16,78758
Burglary,27-Apr-16,78741
Theft,27-Apr-16,78758
Burglary,27-Apr-16,78751
Theft,27-Apr-16,78727
Burglary,27-Apr-16,78724
Burglary,27-Apr-16,78741
Theft,27-Apr-16,78753
Rape,27-Apr-16,78744
Theft,27-Apr-16,78703
Burglary,27-Apr-16,78723
Burglary,27-Apr-16,78704
Theft,27-Apr-16,78703
Theft,27-Apr-16,78758
Burglary,27-Apr-16,78741
Auto Theft,27-Apr-16,78751
Burglary,27-Apr-16,78724
Theft,27-Apr-16,78757
Burglary,27-Apr-16,78704
Rape,27-Apr-16,78724
Theft,27-Apr-16,78745
Auto Theft,27-Apr-16,78756
Theft,27-Apr-16,78723
Theft,27-Apr-16,78746
Theft,27-Apr-16,78757
Burglary,27-Apr-16,78745
Theft,27-Apr-16,78723
Agg Assault,27-Apr-16,78744
Theft,27-Apr-16,78741
Theft,27-Apr-16,78753
Burglary,27-Apr-16,78758
Agg Assault,27-Apr-16,78741
Theft,27-Apr-16,78751
Agg Assault,27-Apr-16,78758
Burglary,27-Apr-16,78758
Burglary,27-Apr-16,78722
Agg Assault,27-Apr-16,78723
Agg Assault,27-Apr-16,78741
Theft,27-Apr-16,78758
Burglary,27-Apr-16,78759
Theft,27-Apr-16,78717
Agg Assault,27-Apr-16,78744
Auto Theft,27-Apr-16,78704
Agg Assault,27-Apr-16,78745
Theft,27-Apr-16,78749
Agg Assault,27-Apr-16,78741
Theft,27-Apr-16,78758
Theft,27-Apr-16,78748
Theft,27-Apr-16,78741
Theft,27-Apr-16,78753
Theft,27-Apr-16,78702
Theft,27-Apr-16,78741
Theft,27-Apr-16,78741
Theft,27-Apr-16,78753
Theft,27-Apr-16,78739
Theft,27-Apr-16,78753
Theft,27-Apr-16,78753
Theft,27-Apr-16,78753
Theft,27-Apr-16,78757
Theft,27-Apr-16,78727
Theft,27-Apr-16,78701
Theft,27-Apr-16,78703
Theft,27-Apr-16,78741
Theft,27-Apr-16,78741
Theft,27-Apr-16,78744
Theft,27-Apr-16,78741
Burglary,27-Apr-16,78753
Theft,27-Apr-16,78748
Theft,27-Apr-16,78753
Theft,27-Apr-16,78704
Theft,27-Apr-16,78741
Theft,27-Apr-16,78758
Theft,27-Apr-16,78751
Theft,27-Apr-16,78748
Theft,27-Apr-16,78748
Theft,27-Apr-16,78749
Theft,27-Apr-16,78753
Theft,27-Apr-16,78727
Theft,27-Apr-16,78727
Theft,27-Apr-16,78745
Theft,27-Apr-16,78748
Theft,27-Apr-16,78723
Burglary,27-Apr-16,78750
Theft,27-Apr-16,78758
Theft,27-Apr-16,78702
Theft,27-Apr-16,78752
Theft,27-Apr-16,78701
Theft,27-Apr-16,78746
Burglary,27-Apr-16,78758
Theft,27-Apr-16,78722
Theft,27-Apr-16,78701
Theft,27-Apr-16,78704
Theft,27-Apr-16,78741
Theft,27-Apr-16,78721
Theft,27-Apr-16,78701
Theft,27-Apr-16,78741
Theft,27-Apr-16,78756
Theft,27-Apr-16,78757
Theft,27-Apr-16,78701
Theft,27-Apr-16,78723
Theft,27-Apr-16,78729
Burglary,28-Apr-16,78705
Theft,28-Apr-16,78702
Burglary,28-Apr-16,78723
Theft,28-Apr-16,78741
Theft,28-Apr-16,78741
Theft,28-Apr-16,78753
Theft,28-Apr-16,78705
Burglary,28-Apr-16,78724
Theft,28-Apr-16,78752
Burglary,28-Apr-16,78724
Burglary,28-Apr-16,78756
Agg Assault,28-Apr-16,78756
Theft,28-Apr-16,78753
Burglary,28-Apr-16,78741
Burglary,28-Apr-16,78723
Theft,28-Apr-16,78753
Burglary,28-Apr-16,78705
Auto Theft,28-Apr-16,78702
Theft,28-Apr-16,78702
Theft,28-Apr-16,78729
Auto Theft,28-Apr-16,78753
Burglary,28-Apr-16,78744
Burglary,28-Apr-16,78758
Theft,28-Apr-16,78753
Burglary,28-Apr-16,78617
Theft,28-Apr-16,78723
Burglary,28-Apr-16,78751
Theft,28-Apr-16,78753
Theft,28-Apr-16,78758
Theft,28-Apr-16,78752
Theft,28-Apr-16,78741
Theft,28-Apr-16,78754
Burglary,28-Apr-16,78744
Burglary,28-Apr-16,78727
Auto Theft,28-Apr-16,78741
Theft,28-Apr-16,78613
Burglary,28-Apr-16,78757
Auto Theft,28-Apr-16,78723
Theft,28-Apr-16,78753
Burglary,28-Apr-16,78704
Burglary,28-Apr-16,78745
Burglary,28-Apr-16,78722
Burglary,28-Apr-16,78722
Burglary,28-Apr-16,78750
Theft,28-Apr-16,78741
Theft,28-Apr-16,78717
Theft,28-Apr-16,78753
Theft,28-Apr-16,78717
Agg Assault,28-Apr-16,78702
Auto Theft,28-Apr-16,78721
Theft,28-Apr-16,78723
Robbery,28-Apr-16,
Theft,28-Apr-16,78746
Theft,28-Apr-16,78729
Theft,28-Apr-16,78723
Theft,28-Apr-16,78704
Theft,28-Apr-16,78741
Theft,28-Apr-16,78704
Theft,28-Apr-16,78752
Theft,28-Apr-16,78753
Theft,28-Apr-16,78660
Theft,28-Apr-16,78741
Theft,28-Apr-16,78702
Theft,28-Apr-16,78702
Theft,28-Apr-16,78731
Theft,28-Apr-16,78751
Theft,28-Apr-16,78741
Theft,28-Apr-16,78727
Theft,28-Apr-16,78703
Theft,28-Apr-16,78744
Burglary,28-Apr-16,78758
Theft,28-Apr-16,78748
Theft,28-Apr-16,78741
Theft,28-Apr-16,78723
Theft,28-Apr-16,78723
Theft,28-Apr-16,78751
Theft,28-Apr-16,78751
Theft,28-Apr-16,78741
Theft,28-Apr-16,78741
Theft,28-Apr-16,78756
Theft,28-Apr-16,78702
Theft,28-Apr-16,78723
Theft,28-Apr-16,78746
Theft,28-Apr-16,78744
Rape,28-Apr-16,78753
Theft,28-Apr-16,78741
Theft,28-Apr-16,78724
Theft,28-Apr-16,78726
Theft,28-Apr-16,78753
Theft,28-Apr-16,78721
Theft,28-Apr-16,78701
Theft,28-Apr-16,78745
Theft,28-Apr-16,78746
Theft,28-Apr-16,78744
Theft,28-Apr-16,78741
Theft,28-Apr-16,78721
Theft,28-Apr-16,78753
Theft,28-Apr-16,78759
Theft,28-Apr-16,78704
Theft,28-Apr-16,78705
Theft,28-Apr-16,78703
Theft,28-Apr-16,78705
Theft,28-Apr-16,78756
Theft,28-Apr-16,78753
Theft,28-Apr-16,78758
Theft,28-Apr-16,78701
Agg Assault,29-Apr-16,78721
Theft,29-Apr-16,78753
Theft,29-Apr-16,78702
Burglary,29-Apr-16,78722
Theft,29-Apr-16,78754
Rape,29-Apr-16,78701
Theft,29-Apr-16,78744
Auto Theft,29-Apr-16,78705
Burglary,29-Apr-16,78759
Theft,29-Apr-16,78701
Theft,29-Apr-16,78753
Agg Assault,29-Apr-16,78701
Theft,29-Apr-16,78753
Burglary,29-Apr-16,78757
Theft,29-Apr-16,78741
Theft,29-Apr-16,78701
Burglary,29-Apr-16,78702
Burglary,29-Apr-16,78729
Theft,29-Apr-16,78753
Burglary,29-Apr-16,78723
Burglary,29-Apr-16,78751
Agg Assault,29-Apr-16,78745
Theft,29-Apr-16,78746
Auto Theft,29-Apr-16,78753
Theft,29-Apr-16,78752
Theft,29-Apr-16,78753
Burglary,29-Apr-16,78702
Burglary,29-Apr-16,78745
Burglary,29-Apr-16,78729
Theft,29-Apr-16,78753
Burglary,29-Apr-16,78704
Burglary,29-Apr-16,78752
Theft,29-Apr-16,78753
Theft,29-Apr-16,78751
Theft,29-Apr-16,78748
Burglary,29-Apr-16,78741
Theft,29-Apr-16,78703
Theft,29-Apr-16,78758
Burglary,29-Apr-16,78757
Burglary,29-Apr-16,78753
Theft,29-Apr-16,78719
Theft,29-Apr-16,78741
Theft,29-Apr-16,78744
Burglary,29-Apr-16,78749
Burglary,29-Apr-16,78617
Auto Theft,29-Apr-16,78746
Theft,29-Apr-16,78704
Theft,29-Apr-16,78753
Agg Assault,29-Apr-16,78758
Burglary,29-Apr-16,78702
Theft,29-Apr-16,78746
Theft,29-Apr-16,78613
Theft,29-Apr-16,78748
Theft,29-Apr-16,78753
Theft,29-Apr-16,78757
Theft,29-Apr-16,78753
Burglary,29-Apr-16,78748
Agg Assault,29-Apr-16,78756
Agg Assault,29-Apr-16,78741
Robbery,29-Apr-16,78753
Burglary,29-Apr-16,78745
Agg Assault,29-Apr-16,78753
Auto Theft,29-Apr-16,78753
Rape,29-Apr-16,78744
Theft,29-Apr-16,78753
Theft,29-Apr-16,78748
Theft,29-Apr-16,78702
Theft,29-Apr-16,78744
Theft,29-Apr-16,78744
Theft,29-Apr-16,78745
Theft,29-Apr-16,78723
Theft,29-Apr-16,78741
Theft,29-Apr-16,78753
Theft,29-Apr-16,78731
Theft,29-Apr-16,78741
Theft,29-Apr-16,78741
Theft,29-Apr-16,78704
Theft,29-Apr-16,78741
Theft,29-Apr-16,78758
Theft,29-Apr-16,78723
Theft,29-Apr-16,78754
Theft,29-Apr-16,78745
Theft,29-Apr-16,78749
Theft,29-Apr-16,78724
Theft,29-Apr-16,78704
Theft,29-Apr-16,78701
Theft,29-Apr-16,78758
Theft,29-Apr-16,78705
Theft,29-Apr-16,78757
Theft,29-Apr-16,78744
Theft,29-Apr-16,78752
Theft,29-Apr-16,78705
Theft,29-Apr-16,78751
Theft,29-Apr-16,78753
Theft,29-Apr-16,78705
Theft,29-Apr-16,78741
Theft,29-Apr-16,78744
Theft,29-Apr-16,78741
Theft,29-Apr-16,78741
Theft,29-Apr-16,78701
Theft,29-Apr-16,78759
Theft,29-Apr-16,78745
Theft,29-Apr-16,78750
Theft,29-Apr-16,78704
Burglary,29-Apr-16,78758
Robbery,30-Apr-16,78758
Agg Assault,30-Apr-16,78722
Theft,30-Apr-16,78753
Theft,30-Apr-16,78745
Agg Assault,30-Apr-16,78745
Agg Assault,30-Apr-16,78702
Robbery,30-Apr-16,78753
Theft,30-Apr-16,78726
Auto Theft,30-Apr-16,78744
Burglary,30-Apr-16,78758
Robbery,30-Apr-16,78701
Theft,30-Apr-16,78613
Burglary,30-Apr-16,78744
Burglary,30-Apr-16,78752
Agg Assault,30-Apr-16,78741
Burglary,30-Apr-16,78748
Auto Theft,30-Apr-16,78752
Theft,30-Apr-16,78757
Theft,30-Apr-16,78748
Auto Theft,30-Apr-16,78750
Robbery,30-Apr-16,78741
Burglary,30-Apr-16,78702
Theft,30-Apr-16,78753
Theft,30-Apr-16,78753
Burglary,30-Apr-16,78722
Burglary,30-Apr-16,78723
Agg Assault,30-Apr-16,78721
Theft,30-Apr-16,78724
Theft,30-Apr-16,78753
Burglary,30-Apr-16,78723
Theft,30-Apr-16,78757
Theft,30-Apr-16,78741
Burglary,30-Apr-16,78722
Burglary,30-Apr-16,78752
Theft,30-Apr-16,78613
Theft,30-Apr-16,78741
Theft,30-Apr-16,78748
Theft,30-Apr-16,78731
Theft,30-Apr-16,78746
Agg Assault,30-Apr-16,78701
Theft,30-Apr-16,78753
Burglary,30-Apr-16,78723
Agg Assault,30-Apr-16,78704
Agg Assault,30-Apr-16,78701
Burglary,30-Apr-16,78744
Agg Assault,30-Apr-16,78744
Agg Assault,30-Apr-16,78702
Theft,30-Apr-16,78726
Theft,30-Apr-16,78758
Theft,30-Apr-16,78701
Theft,30-Apr-16,78741
Theft,30-Apr-16,78744
Theft,30-Apr-16,78724
Theft,30-Apr-16,78741
Theft,30-Apr-16,78703
Theft,30-Apr-16,78741
Theft,30-Apr-16,78723
Theft,30-Apr-16,78745
Theft,30-Apr-16,78748
Theft,30-Apr-16,78723
Theft,30-Apr-16,78701
Theft,30-Apr-16,78744
Theft,30-Apr-16,78704
Theft,30-Apr-16,78721
Theft,30-Apr-16,78704
Theft,30-Apr-16,78704
Theft,30-Apr-16,78757
Theft,30-Apr-16,78746
Theft,30-Apr-16,78704
Theft,30-Apr-16,78724
Theft,30-Apr-16,78752
Theft,30-Apr-16,78751
Theft,30-Apr-16,78701
Theft,30-Apr-16,78758
Theft,1-May-16,78723
Agg Assault,1-May-16,78751
Theft,1-May-16,78757
Auto Theft,1-May-16,78704
Burglary,1-May-16,78702
Agg Assault,1-May-16,78757
Theft,1-May-16,78741
Burglary,1-May-16,78704
Theft,1-May-16,78748
Agg Assault,1-May-16,78702
Burglary,1-May-16,78722
Burglary,1-May-16,78753
Theft,1-May-16,78758
Burglary,1-May-16,78753
Theft,1-May-16,78753
Agg Assault,1-May-16,78723
Burglary,1-May-16,78724
Burglary,1-May-16,78758
Theft,1-May-16,78723
Agg Assault,1-May-16,78702
Burglary,1-May-16,78750
Theft,1-May-16,78741
Theft,1-May-16,78741
Theft,1-May-16,78750
Theft,1-May-16,78746
Theft,1-May-16,78704
Robbery,1-May-16,78758
Theft,1-May-16,78741
Burglary,1-May-16,78753
Robbery,1-May-16,78758
Agg Assault,1-May-16,78751
Theft,1-May-16,78741
Burglary,1-May-16,78702
Auto Theft,1-May-16,78702
Theft,1-May-16,78753
Burglary,1-May-16,78752
Agg Assault,1-May-16,78753
Theft,1-May-16,78731
Theft,1-May-16,78702
Theft,1-May-16,78729
Agg Assault,1-May-16,78724
Theft,1-May-16,78704
Theft,1-May-16,78704
Theft,1-May-16,78750
Theft,1-May-16,78753
Theft,1-May-16,78741
Theft,1-May-16,78753
Theft,1-May-16,78744
Theft,1-May-16,78741
Theft,1-May-16,78758
Theft,1-May-16,78704
Theft,1-May-16,78704
Theft,1-May-16,78748
Theft,1-May-16,78753
Theft,1-May-16,78745
Theft,1-May-16,78704
Theft,1-May-16,78748
Theft,1-May-16,78729
Theft,1-May-16,78758
Theft,1-May-16,78758
Theft,1-May-16,78703
Theft,1-May-16,78759
Theft,1-May-16,78758
Theft,1-May-16,78731
Theft,1-May-16,78741
Theft,1-May-16,78702
Theft,1-May-16,78701
Theft,1-May-16,78722
Theft,1-May-16,78702
Theft,1-May-16,78753
Theft,1-May-16,78741
Theft,1-May-16,78759
Robbery,2-May-16,78702
Auto Theft,2-May-16,78745
Auto Theft,2-May-16,78750
Burglary,2-May-16,78758
Agg Assault,2-May-16,78748
Burglary,2-May-16,78754
Burglary,2-May-16,78757
Auto Theft,2-May-16,78748
Auto Theft,2-May-16,78748
Burglary,2-May-16,78731
Theft,2-May-16,78758
Burglary,2-May-16,78758
Auto Theft,2-May-16,78724
Theft,2-May-16,
Robbery,2-May-16,78741
Auto Theft,2-May-16,78704
Burglary,2-May-16,78702
Theft,2-May-16,78753
Burglary,2-May-16,78744
Robbery,2-May-16,78703
Robbery,2-May-16,78729
Auto Theft,2-May-16,78723
Robbery,2-May-16,78721
Theft,2-May-16,78753
Agg Assault,2-May-16,78723
Burglary,2-May-16,78752
Burglary,2-May-16,78749
Burglary,2-May-16,78722
Burglary,2-May-16,78741
Auto Theft,2-May-16,78758
Burglary,2-May-16,78752
Theft,2-May-16,78753
Burglary,2-May-16,78753
Burglary,2-May-16,78741
Burglary,2-May-16,78758
Burglary,2-May-16,78702
Theft,2-May-16,78704
Theft,2-May-16,78758
Burglary,2-May-16,78758
Burglary,2-May-16,78750
Theft,2-May-16,78751
Burglary,2-May-16,78752
Burglary,2-May-16,78745
Theft,2-May-16,78751
Burglary,2-May-16,78745
Burglary,2-May-16,78741
Burglary,2-May-16,78751
Agg Assault,2-May-16,78751
Auto Theft,2-May-16,78744
Burglary,2-May-16,78759
Burglary,2-May-16,78723
Auto Theft,2-May-16,78727
Theft,2-May-16,78723
Theft,2-May-16,78703
Burglary,2-May-16,78745
Auto Theft,2-May-16,78744
Theft,2-May-16,78704
Auto Theft,2-May-16,78745
Robbery,2-May-16,78725
Theft,2-May-16,78757
Theft,2-May-16,
Theft,2-May-16,78745
Theft,2-May-16,78744
Theft,2-May-16,78759
Theft,2-May-16,78744
Theft,2-May-16,78745
Theft,2-May-16,78701
Theft,2-May-16,78744
Theft,2-May-16,78702
Theft,2-May-16,78727
Theft,2-May-16,78704
Theft,2-May-16,78748
Theft,2-May-16,78745
Theft,2-May-16,78727
Theft,2-May-16,78723
Theft,2-May-16,78758
Theft,2-May-16,78758
Theft,2-May-16,78741
Theft,2-May-16,78752
Theft,2-May-16,78746
Theft,2-May-16,78744
Theft,2-May-16,78757
Agg Assault,2-May-16,78744
Theft,2-May-16,78753
Theft,2-May-16,78748
Theft,2-May-16,78757
Theft,2-May-16,78752
Theft,2-May-16,78741
Theft,2-May-16,78741
Theft,2-May-16,78748
Theft,2-May-16,78723
Theft,2-May-16,78705
Theft,2-May-16,78758
Theft,2-May-16,78741
Theft,2-May-16,78701
Theft,2-May-16,78758
Theft,2-May-16,78746
Theft,2-May-16,78701
Theft,2-May-16,78748
Theft,2-May-16,78758
Theft,2-May-16,78744
Theft,2-May-16,78729
Theft,2-May-16,78701
Theft,2-May-16,78704
Theft,2-May-16,78753
Theft,2-May-16,78746
Theft,2-May-16,78741
Theft,2-May-16,78757
Theft,2-May-16,78705
Theft,2-May-16,78752
Theft,2-May-16,78705
Theft,2-May-16,78701
Theft,2-May-16,78758
Theft,2-May-16,78753
Theft,3-May-16,78744
Theft,3-May-16,78753
Auto Theft,3-May-16,78758
Theft,3-May-16,78704
Theft,3-May-16,78741
Theft,3-May-16,78753
Theft,3-May-16,78754
Robbery,3-May-16,78702
Burglary,3-May-16,78660
Theft,3-May-16,78754
Burglary,3-May-16,78748
Burglary,3-May-16,78744
Auto Theft,3-May-16,78723
Theft,3-May-16,78753
Theft,3-May-16,78729
Theft,3-May-16,78727
Robbery,3-May-16,78705
Rape,3-May-16,78701
Burglary,3-May-16,78704
Burglary,3-May-16,78745
Theft,3-May-16,78758
Burglary,3-May-16,78739
Rape,3-May-16,78704
Burglary,3-May-16,78757
Robbery,3-May-16,78758
Robbery,3-May-16,78756
Burglary,3-May-16,78753
Burglary,3-May-16,78721
Theft,3-May-16,78753
Theft,3-May-16,78753
Theft,3-May-16,78741
Burglary,3-May-16,78749
Theft,3-May-16,78723
Theft,3-May-16,78751
Theft,3-May-16,78701
Theft,3-May-16,78753
Theft,3-May-16,78702
Burglary,3-May-16,78745
Theft,3-May-16,78758
Burglary,3-May-16,78721
Theft,3-May-16,78753
Auto Theft,3-May-16,78745
Auto Theft,3-May-16,78745
Agg Assault,3-May-16,78752
Theft,3-May-16,78745
Burglary,3-May-16,78723
Auto Theft,3-May-16,78752
Rape,3-May-16,78704
Agg Assault,3-May-16,78722
Theft,3-May-16,78704
Theft,3-May-16,78741
Burglary,3-May-16,78703
Auto Theft,3-May-16,78705
Theft,3-May-16,78753
Theft,3-May-16,78701
