Highest NIBRS/UCR Offense Description,GO Report Date,GO Location Zip
Theft,19-May-16,78758
Robbery,19-May-16,78759
Burglary,19-May-16,78704
Burglary,19-May-16,78753
Theft,19-May-16,78613
Theft,19-May-16,78748
Theft,19-May-16,78723
Burglary,19-May-16,78741
Burglary,19-May-16,78721
Theft,19-May-16,78701
Theft,19-May-16,78701
Theft,19-May-16,78704
Theft,19-May-16,78702
Theft,19-May-16,78744
Theft,19-May-16,78744
Theft,19-May-16,78741
Agg Assault,19-May-16,78758
Theft,19-May-16,78741
Theft,19-May-16,78701
Theft,19-May-16,78753
Theft,19-May-16,78735
Theft,19-May-16,78759
Theft,19-May-16,78704
Theft,19-May-16,78741
Theft,19-May-16,78758
Theft,19-May-16,78753
Theft,19-May-16,78752
Theft,19-May-16,78729
Theft,19-May-16,78727
Rape,19-May-16,78741
Theft,19-May-16,78723
Theft,19-May-16,78758
Theft,19-May-16,78705
Theft,19-May-16,78704
Theft,19-May-16,78745
Theft,19-May-16,78752
Theft,19-May-16,78753
Theft,19-May-16,78701
Theft,19-May-16,78702
Theft,19-May-16,78752
Theft,19-May-16,78702
Theft,19-May-16,78745
Theft,19-May-16,78759
Theft,19-May-16,78736
Theft,19-May-16,78741
Burglary,20-May-16,78722
Murder,20-May-16,78741
Theft,20-May-16,78753
Agg Assault,20-May-16,78752
Robbery,20-May-16,78701
Auto Theft,20-May-16,78744
Auto Theft,20-May-16,78744
Agg Assault,20-May-16,78741
Auto Theft,20-May-16,78704
Burglary,20-May-16,78704
Auto Theft,20-May-16,78745
Theft,20-May-16,78741
Robbery,20-May-16,78723
Auto Theft,20-May-16,78705
Robbery,20-May-16,78701
Auto Theft,20-May-16,78741
Robbery,20-May-16,78701
Burglary,20-May-16,78727
Theft,20-May-16,78741
Burglary,20-May-16,78729
Rape,20-May-16,78739
Auto Theft,20-May-16,78704
Theft,20-May-16,78753
Theft,20-May-16,78751
Theft,20-May-16,78746
Theft,20-May-16,78750
Theft,20-May-16,78759
Burglary,20-May-16,78749
Rape,20-May-16,78741
Agg Assault,20-May-16,78758
Theft,20-May-16,78703
Theft,20-May-16,78613
Theft,20-May-16,78703
Theft,20-May-16,78704
Theft,20-May-16,78717
Burglary,20-May-16,78617
Theft,20-May-16,78748
Rape,20-May-16,78701
Burglary,20-May-16,78745
Burglary,20-May-16,78751
Theft,20-May-16,78746
Theft,20-May-16,78701
Theft,20-May-16,78701
Agg Assault,20-May-16,78705
Auto Theft,20-May-16,78701
Theft,20-May-16,78702
Theft,20-May-16,78702
Theft,20-May-16,78702
Theft,20-May-16,78745
Theft,20-May-16,78723
Theft,20-May-16,78747
Theft,20-May-16,78749
Theft,20-May-16,78745
Theft,20-May-16,78751
Theft,20-May-16,78723
Theft,20-May-16,78758
Theft,20-May-16,78731
Theft,20-May-16,78702
Theft,20-May-16,78751
Theft,20-May-16,78727
Theft,20-May-16,78703
Theft,20-May-16,78751
Theft,20-May-16,78741
Theft,20-May-16,78704
Theft,20-May-16,78701
Theft,20-May-16,78757
Theft,20-May-16,78744
Theft,20-May-16,78704
Theft,20-May-16,78744
Theft,20-May-16,78750
Theft,20-May-16,78745
Theft,20-May-16,78744
Theft,20-May-16,78731
Theft,20-May-16,78723
Theft,20-May-16,78705
Theft,20-May-16,78702
Theft,20-May-16,78705
Theft,20-May-16,78704
Theft,20-May-16,78705
Theft,20-May-16,78704
Theft,20-May-16,78741
Theft,20-May-16,78751
Theft,20-May-16,78745
Theft,20-May-16,78758
Theft,20-May-16,78750
Theft,20-May-16,78744
Theft,20-May-16,78749
Theft,20-May-16,78745
Theft,20-May-16,78701
Theft,20-May-16,78723
Theft,20-May-16,78759
Theft,20-May-16,78759
Theft,20-May-16,78750
Theft,20-May-16,78723
Theft,20-May-16,78741
Theft,20-May-16,78758
Theft,20-May-16,78731
Theft,20-May-16,78753
Theft,20-May-16,78754
Theft,20-May-16,78751
Theft,20-May-16,78759
Theft,20-May-16,78746
Theft,21-May-16,78725
Robbery,21-May-16,78702
Theft,21-May-16,78701
Burglary,21-May-16,78744
Theft,21-May-16,78745
Agg Assault,21-May-16,78753
Auto Theft,21-May-16,78741
Robbery,21-May-16,78753
Auto Theft,21-May-16,78753
Auto Theft,21-May-16,78745
Burglary,21-May-16,78744
Auto Theft,21-May-16,78741
Theft,21-May-16,78722
Burglary,21-May-16,78703
Theft,21-May-16,78753
Burglary,21-May-16,78704
Theft,21-May-16,78748
Robbery,21-May-16,78701
Burglary,21-May-16,78704
Burglary,21-May-16,78749
Theft,21-May-16,78753
Theft,21-May-16,78741
Agg Assault,21-May-16,78721
Burglary,21-May-16,78704
Theft,21-May-16,78753
Theft,21-May-16,78723
Auto Theft,21-May-16,78746
Theft,21-May-16,78702
Theft,21-May-16,78757
Theft,21-May-16,78660
Burglary,21-May-16,78741
Theft,21-May-16,78753
Burglary,21-May-16,78751
Theft,21-May-16,78723
Theft,21-May-16,78757
Theft,21-May-16,78753
Agg Assault,21-May-16,78729
Theft,21-May-16,78748
Auto Theft,21-May-16,78701
Theft,21-May-16,78704
Theft,21-May-16,78727
Theft,21-May-16,78757
Agg Assault,21-May-16,78729
Agg Assault,21-May-16,78705
Agg Assault,21-May-16,78702
Agg Assault,21-May-16,78721
Agg Assault,21-May-16,78704
Auto Theft,21-May-16,78745
Theft,21-May-16,78704
Theft,21-May-16,78735
Theft,21-May-16,78701
Theft,21-May-16,78741
Theft,21-May-16,78757
Theft,21-May-16,78753
Theft,21-May-16,78759
Theft,21-May-16,78751
Theft,21-May-16,78704
Theft,21-May-16,78744
Theft,21-May-16,78759
Theft,21-May-16,78745
Theft,21-May-16,78745
Theft,21-May-16,78703
Theft,21-May-16,78759
Theft,21-May-16,78723
Theft,21-May-16,78701
Theft,21-May-16,78701
Theft,21-May-16,78735
Theft,21-May-16,78748
Theft,21-May-16,78741
Theft,21-May-16,78723
Theft,21-May-16,78749
Theft,21-May-16,78704
Theft,21-May-16,78751
Theft,21-May-16,78746
Theft,21-May-16,78744
Theft,21-May-16,78731
Theft,21-May-16,78735
Rape,22-May-16,78702
Burglary,22-May-16,78726
Theft,22-May-16,78705
Theft,22-May-16,78741
Agg Assault,22-May-16,78701
Theft,22-May-16,78701
Robbery,22-May-16,78702
Agg Assault,22-May-16,78723
Agg Assault,22-May-16,78722
Robbery,22-May-16,78702
Burglary,22-May-16,78749
Agg Assault,22-May-16,78704
Agg Assault,22-May-16,78753
Agg Assault,22-May-16,78752
Burglary,22-May-16,78701
Theft,22-May-16,78758
Rape,22-May-16,78741
Auto Theft,22-May-16,78748
Auto Theft,22-May-16,78759
Agg Assault,22-May-16,78741
Auto Theft,22-May-16,78745
Theft,22-May-16,78757
Theft,22-May-16,78617
Burglary,22-May-16,78746
Burglary,22-May-16,78753
Burglary,22-May-16,78750
Burglary,22-May-16,78748
Agg Assault,22-May-16,78744
Theft,22-May-16,78748
Burglary,22-May-16,78723
Theft,22-May-16,78703
Agg Assault,22-May-16,78752
Burglary,22-May-16,78705
Agg Assault,22-May-16,78753
Theft,22-May-16,78741
Theft,22-May-16,78727
Theft,22-May-16,78751
Theft,22-May-16,78702
Auto Theft,22-May-16,78723
Theft,22-May-16,78703
Rape,22-May-16,78752
Auto Theft,22-May-16,78758
Burglary,22-May-16,78758
Burglary,22-May-16,78705
Theft,22-May-16,78741
Burglary,22-May-16,78759
Burglary,22-May-16,78753
Agg Assault,22-May-16,78745
Agg Assault,22-May-16,78748
Theft,22-May-16,78719
Burglary,22-May-16,78749
Agg Assault,22-May-16,78753
Agg Assault,22-May-16,78701
Agg Assault,22-May-16,78701
Agg Assault,22-May-16,78705
Theft,22-May-16,78758
Theft,22-May-16,78744
Theft,22-May-16,78617
Theft,22-May-16,78701
Theft,22-May-16,78741
Theft,22-May-16,78702
Theft,22-May-16,78753
Theft,22-May-16,78757
Theft,22-May-16,78754
Theft,22-May-16,78705
Theft,22-May-16,78704
Theft,22-May-16,78753
Theft,22-May-16,78748
Theft,22-May-16,78701
Theft,22-May-16,78704
Theft,22-May-16,78757
Theft,22-May-16,78745
Theft,22-May-16,78727
Theft,22-May-16,78757
Theft,22-May-16,78705
Theft,22-May-16,78727
Theft,22-May-16,78719
Theft,22-May-16,78705
Theft,22-May-16,78746
Theft,22-May-16,78757
Theft,22-May-16,78758
Theft,22-May-16,78701
Theft,22-May-16,78745
Theft,22-May-16,78759
Theft,22-May-16,78704
Theft,22-May-16,78744
Theft,22-May-16,78717
Burglary,22-May-16,78753
Theft,22-May-16,78752
Theft,22-May-16,78746
Theft,22-May-16,78705
Theft,22-May-16,78754
Theft,22-May-16,78741
Theft,22-May-16,78759
Agg Assault,23-May-16,78701
Robbery,23-May-16,78729
Rape,23-May-16,78741
Agg Assault,23-May-16,78744
Burglary,23-May-16,78739
Auto Theft,23-May-16,78704
Burglary,23-May-16,78705
Agg Assault,23-May-16,78721
Burglary,23-May-16,78759
Agg Assault,23-May-16,78704
Agg Assault,23-May-16,78753
Burglary,23-May-16,78704
Auto Theft,23-May-16,78725
Burglary,23-May-16,78745
Burglary,23-May-16,78753
Auto Theft,23-May-16,78725
Theft,23-May-16,78702
Agg Assault,23-May-16,78705
Robbery,23-May-16,78758
Theft,23-May-16,78745
Theft,23-May-16,78704
Burglary,23-May-16,78729
Theft,23-May-16,78721
Burglary,23-May-16,78723
Robbery,23-May-16,78748
Theft,23-May-16,78729
Theft,23-May-16,78745
Theft,23-May-16,78704
Rape,23-May-16,78704
Agg Assault,23-May-16,78758
Theft,23-May-16,78704
Auto Theft,23-May-16,78705
Theft,23-May-16,78746
Theft,23-May-16,78745
Theft,23-May-16,78753
Theft,23-May-16,78753
Burglary,23-May-16,78748
Theft,23-May-16,78758
Theft,23-May-16,78741
Theft,23-May-16,78758
Auto Theft,23-May-16,78725
Burglary,23-May-16,78748
Burglary,23-May-16,78752
Robbery,23-May-16,78752
Theft,23-May-16,78758
Theft,23-May-16,78744
Theft,23-May-16,78727
Burglary,23-May-16,78702
Burglary,23-May-16,78727
Theft,23-May-16,78758
Auto Theft,23-May-16,78753
Burglary,23-May-16,78751
Robbery,23-May-16,78721
Robbery,23-May-16,78752
Theft,23-May-16,78748
Theft,23-May-16,78750
Theft,23-May-16,78723
Theft,23-May-16,78748
Theft,23-May-16,78753
Theft,23-May-16,78753
Theft,23-May-16,78704
Theft,23-May-16,78701
Theft,23-May-16,78721
Theft,23-May-16,78749
Theft,23-May-16,78730
Theft,23-May-16,78704
Theft,23-May-16,78725
Theft,23-May-16,78753
Theft,23-May-16,78725
Theft,23-May-16,78759
Theft,23-May-16,78735
Theft,23-May-16,78702
Theft,23-May-16,78701
Theft,23-May-16,78704
Theft,23-May-16,78729
Theft,23-May-16,78722
Theft,23-May-16,78705
Theft,23-May-16,78704
Theft,23-May-16,78745
Theft,23-May-16,78725
Theft,23-May-16,78705
Theft,23-May-16,78701
Theft,23-May-16,78725
Theft,23-May-16,78702
Theft,23-May-16,78741
Theft,23-May-16,78725
Theft,23-May-16,78701
Theft,23-May-16,78758
Theft,23-May-16,78757
Theft,23-May-16,78729
Theft,23-May-16,78705
Theft,23-May-16,78704
Theft,23-May-16,78753
Theft,23-May-16,78717
Theft,23-May-16,78751
Theft,23-May-16,78721
Theft,23-May-16,78703
Theft,23-May-16,78745
Theft,23-May-16,78741
Theft,23-May-16,78758
Theft,23-May-16,78746
Theft,23-May-16,78705
Theft,23-May-16,78701
Theft,23-May-16,78725
Theft,23-May-16,78725
Theft,23-May-16,78727
Theft,23-May-16,78702
Theft,23-May-16,78701
Theft,23-May-16,78751
Theft,23-May-16,78753
Theft,23-May-16,78745
Theft,23-May-16,78758
Theft,23-May-16,78727
Theft,23-May-16,78759
Theft,23-May-16,78745
Theft,23-May-16,78741
Agg Assault,24-May-16,78753
Burglary,24-May-16,78702
Burglary,24-May-16,78701
Theft,24-May-16,78729
Burglary,24-May-16,78741
Burglary,24-May-16,78701
Agg Assault,24-May-16,78748
Burglary,24-May-16,78736
Theft,24-May-16,78703
Burglary,24-May-16,78751
Theft,24-May-16,78748
Theft,24-May-16,78749
Theft,24-May-16,78701
Theft,24-May-16,78613
Theft,24-May-16,78759
Theft,24-May-16,78759
Theft,24-May-16,78701
Theft,24-May-16,78753
Robbery,24-May-16,78753
Rape,24-May-16,78751
Theft,24-May-16,78741
Robbery,24-May-16,78702
Auto Theft,24-May-16,78741
Theft,24-May-16,78703
Theft,24-May-16,78701
Auto Theft,24-May-16,78753
Theft,24-May-16,78701
Theft,24-May-16,78758
Burglary,24-May-16,78744
Robbery,24-May-16,78753
Agg Assault,24-May-16,78726
Theft,24-May-16,78745
Theft,24-May-16,78727
Theft,24-May-16,78723
Theft,24-May-16,78745
Theft,24-May-16,78757
Theft,24-May-16,78704
Theft,24-May-16,78757
Theft,24-May-16,78746
Rape,24-May-16,78753
Theft,24-May-16,78704
Burglary,24-May-16,78753
Theft,24-May-16,78717
Theft,24-May-16,78757
Theft,24-May-16,78741
Theft,24-May-16,78704
Theft,24-May-16,78745
Theft,24-May-16,78701
Theft,24-May-16,78758
Theft,24-May-16,78744
Theft,24-May-16,78701
Theft,24-May-16,78724
Theft,24-May-16,78705
Theft,24-May-16,78753
Theft,24-May-16,78701
Theft,24-May-16,78705
Theft,24-May-16,78744
Theft,24-May-16,78745
Theft,24-May-16,78704
Theft,24-May-16,78753
Theft,24-May-16,78741
Theft,24-May-16,78758
Theft,24-May-16,78745
Theft,24-May-16,78748
Theft,24-May-16,78750
Theft,24-May-16,78744
Theft,24-May-16,78744
Theft,24-May-16,78744
Theft,24-May-16,78705
Theft,24-May-16,78748
Theft,24-May-16,78735
Theft,24-May-16,78704
Theft,24-May-16,78704
Theft,24-May-16,78701
Theft,24-May-16,78758
Theft,24-May-16,78741
Theft,24-May-16,78613
Theft,24-May-16,78757
Theft,24-May-16,78704
Theft,24-May-16,78741
Agg Assault,25-May-16,78701
Rape,25-May-16,78749
Agg Assault,25-May-16,78721
Theft,25-May-16,78741
Theft,25-May-16,78721
Theft,25-May-16,78701
Theft,25-May-16,78753
Burglary,25-May-16,78723
Agg Assault,25-May-16,78723
Burglary,25-May-16,78741
Auto Theft,25-May-16,78745
Theft,25-May-16,78724
Burglary,25-May-16,78741
Rape,25-May-16,78745
Auto Theft,25-May-16,78704
Theft,25-May-16,78724
Theft,25-May-16,78723
Theft,25-May-16,78745
Burglary,25-May-16,78746
Agg Assault,25-May-16,78701
Auto Theft,25-May-16,78719
Theft,25-May-16,78703
Rape,25-May-16,78724
Theft,25-May-16,78727
Theft,25-May-16,78753
Theft,25-May-16,78745
Theft,25-May-16,78719
Burglary,25-May-16,78741
Burglary,25-May-16,78759
Theft,25-May-16,78701
Burglary,25-May-16,78748
Theft,25-May-16,78758
Theft,25-May-16,78704
Burglary,25-May-16,78745
Theft,25-May-16,78717
Auto Theft,25-May-16,78653
Theft,25-May-16,78702
Theft,25-May-16,78745
Theft,25-May-16,78753
Theft,25-May-16,78701
Burglary,25-May-16,78757
Theft,25-May-16,78701
Theft,25-May-16,78753
Theft,25-May-16,78613
Agg Assault,25-May-16,78727
Agg Assault,25-May-16,78744
Agg Assault,25-May-16,78752
Robbery,25-May-16,78752
Theft,25-May-16,78704
Theft,25-May-16,78701
Theft,25-May-16,78757
Theft,25-May-16,78747
Theft,25-May-16,78759
Theft,25-May-16,78753
Rape,25-May-16,78744
Theft,25-May-16,78744
Theft,25-May-16,78744
Theft,25-May-16,78701
Theft,25-May-16,78742
Theft,25-May-16,78753
Theft,25-May-16,78701
Theft,25-May-16,78701
Theft,25-May-16,78753
Theft,25-May-16,78752
Theft,25-May-16,78753
Theft,25-May-16,78747
Theft,25-May-16,78758
Theft,25-May-16,78754
Theft,25-May-16,78753
Theft,25-May-16,78704
Theft,25-May-16,78701
Theft,25-May-16,78745
Theft,25-May-16,78757
Theft,25-May-16,78753
Theft,25-May-16,78701
Theft,25-May-16,78748
Theft,25-May-16,78729
Theft,25-May-16,78741
Theft,25-May-16,78722
Theft,25-May-16,78757
Theft,25-May-16,78744
Theft,25-May-16,78741
Theft,25-May-16,78744
Theft,25-May-16,78758
Theft,25-May-16,78758
Theft,25-May-16,78717
Theft,25-May-16,78717
Theft,25-May-16,78717
Theft,25-May-16,78754
Theft,25-May-16,78704
Theft,25-May-16,78723
Theft,25-May-16,78758
Theft,25-May-16,78757
Theft,25-May-16,78744
Theft,25-May-16,78613
Theft,25-May-16,78704
Theft,25-May-16,78704
Theft,25-May-16,78702
Theft,26-May-16,78753
Theft,26-May-16,78753
Theft,26-May-16,78735
Theft,26-May-16,
Theft,26-May-16,78701
Robbery,26-May-16,78701
Auto Theft,26-May-16,78745
Agg Assault,26-May-16,78753
Theft,26-May-16,78704
Agg Assault,26-May-16,78721
Burglary,26-May-16,78721
Theft,26-May-16,78748
Burglary,26-May-16,78721
Theft,26-May-16,78758
Theft,26-May-16,78753
Agg Assault,26-May-16,78753
Burglary,26-May-16,78745
Burglary,26-May-16,78717
Theft,26-May-16,78758
Agg Assault,26-May-16,78753
Burglary,26-May-16,78753
Burglary,26-May-16,78702
Burglary,26-May-16,78750
Theft,26-May-16,78751
Theft,26-May-16,78745
Burglary,26-May-16,78745
Burglary,26-May-16,78745
Burglary,26-May-16,78758
Burglary,26-May-16,78753
Theft,26-May-16,78753
Theft,26-May-16,78702
Theft,26-May-16,78741
Burglary,26-May-16,78724
Theft,26-May-16,78704
Theft,26-May-16,78723
Burglary,26-May-16,78745
Theft,26-May-16,78741
Burglary,26-May-16,78748
Theft,26-May-16,78702
Theft,26-May-16,78749
Burglary,26-May-16,78741
Theft,26-May-16,78704
Agg Assault,26-May-16,78741
Robbery,26-May-16,78744
Agg Assault,26-May-16,78753
Agg Assault,26-May-16,78758
Theft,26-May-16,78748
Theft,26-May-16,78613
Burglary,26-May-16,78744
Theft,26-May-16,78729
Auto Theft,26-May-16,78701
Theft,26-May-16,78726
Theft,26-May-16,78701
Agg Assault,26-May-16,78752
Theft,26-May-16,78702
Agg Assault,26-May-16,78703
Theft,26-May-16,78729
Theft,26-May-16,78744
Theft,26-May-16,78748
Theft,26-May-16,78745
Theft,26-May-16,78748
Theft,26-May-16,78723
Theft,26-May-16,78758
Theft,26-May-16,78704
Theft,26-May-16,78750
Theft,26-May-16,78757
Theft,26-May-16,78741
Theft,26-May-16,78735
Theft,26-May-16,78758
Theft,26-May-16,78704
Theft,26-May-16,78746
Theft,26-May-16,78753
Theft,26-May-16,78758
Theft,26-May-16,78749
Theft,26-May-16,78745
Theft,26-May-16,78722
Theft,26-May-16,78757
Theft,26-May-16,78747
Theft,26-May-16,78759
Theft,26-May-16,78731
Theft,26-May-16,78749
Theft,26-May-16,78758
Theft,26-May-16,78757
Theft,26-May-16,78754
Theft,26-May-16,78729
Theft,26-May-16,78758
Theft,26-May-16,78741
Theft,26-May-16,78753
Theft,26-May-16,78727
Theft,26-May-16,78748
Theft,26-May-16,78751
Theft,26-May-16,78757
Theft,26-May-16,78705
Theft,26-May-16,78702
Theft,26-May-16,78753
Theft,26-May-16,78758
Theft,26-May-16,78744
Burglary,26-May-16,78749
Theft,26-May-16,78748
Theft,26-May-16,78704
Theft,26-May-16,78752
Theft,26-May-16,78757
Theft,26-May-16,78758
Theft,26-May-16,78758
Theft,26-May-16,78739
Theft,26-May-16,78702
Theft,26-May-16,78701
Theft,26-May-16,78613
Theft,26-May-16,78741
Theft,26-May-16,78745
Theft,26-May-16,78702
Theft,26-May-16,78705
Theft,26-May-16,78741
Theft,26-May-16,78758
Theft,26-May-16,78723
Theft,27-May-16,78701
Theft,27-May-16,78701
Theft,27-May-16,78704
Robbery,27-May-16,78702
Agg Assault,27-May-16,78741
Rape,27-May-16,78741
Robbery,27-May-16,78758
Theft,27-May-16,78719
Burglary,27-May-16,78723
Theft,27-May-16,78701
Theft,27-May-16,78741
Theft,27-May-16,78729
Theft,27-May-16,78704
Theft,27-May-16,78744
Theft,27-May-16,78723
Auto Theft,27-May-16,78705
Burglary,27-May-16,78724
Burglary,27-May-16,78752
Theft,27-May-16,78753
Burglary,27-May-16,78723
Theft,27-May-16,78744
Theft,27-May-16,78741
Theft,27-May-16,78704
Theft,27-May-16,78754
Burglary,27-May-16,78750
Burglary,27-May-16,78752
Burglary,27-May-16,78704
Burglary,27-May-16,78753
Robbery,27-May-16,78723
Theft,27-May-16,78745
Theft,27-May-16,78701
Rape,27-May-16,78758
Theft,27-May-16,78702
Theft,27-May-16,78746
Theft,27-May-16,78753
Burglary,27-May-16,78717
Agg Assault,27-May-16,78744
Theft,27-May-16,78660
Theft,27-May-16,78741
Robbery,27-May-16,78701
Theft,27-May-16,78753
Theft,27-May-16,78741
Agg Assault,27-May-16,78748
Theft,27-May-16,78746
Theft,27-May-16,78746
Theft,27-May-16,78723
Theft,27-May-16,78753
Burglary,27-May-16,78751
Theft,27-May-16,78723
Theft,27-May-16,78748
Agg Assault,27-May-16,78758
Theft,27-May-16,78721
Theft,27-May-16,78704
Theft,27-May-16,78729
Theft,27-May-16,78701
Auto Theft,27-May-16,78705
Theft,27-May-16,78736
Burglary,27-May-16,78653
Theft,27-May-16,78753
Theft,27-May-16,78744
Theft,27-May-16,78753
Theft,27-May-16,78724
Theft,27-May-16,78745
Theft,27-May-16,78739
Theft,27-May-16,78704
Theft,27-May-16,78754
Theft,27-May-16,78704
Theft,27-May-16,78724
Theft,27-May-16,78717
Theft,27-May-16,78704
Theft,27-May-16,78744
Theft,27-May-16,78745
Theft,27-May-16,78745
Theft,27-May-16,78748
Theft,27-May-16,78753
Theft,27-May-16,78754
Theft,27-May-16,78741
Theft,27-May-16,78756
Theft,27-May-16,78701
Theft,27-May-16,78752
Theft,27-May-16,78745
Theft,27-May-16,78701
Theft,27-May-16,78703
Theft,27-May-16,78701
Theft,27-May-16,78705
Theft,27-May-16,78745
Theft,27-May-16,78745
Theft,27-May-16,78704
Theft,27-May-16,78752
Theft,27-May-16,78745
Theft,27-May-16,78758
Theft,27-May-16,78704
Theft,27-May-16,78613
Theft,27-May-16,78704
Theft,27-May-16,78753
Theft,27-May-16,78724
Theft,27-May-16,78741
Theft,27-May-16,78721
Theft,27-May-16,78723
Theft,27-May-16,78731
Theft,27-May-16,78702
Theft,27-May-16,78753
Theft,27-May-16,78701
Theft,27-May-16,78705
Theft,27-May-16,78726
Theft,27-May-16,78701
Theft,27-May-16,78741
Theft,27-May-16,78758
Rape,28-May-16,78701
Robbery,28-May-16,78744
Auto Theft,28-May-16,78748
Agg Assault,28-May-16,78758
Robbery,28-May-16,78741
Agg Assault,28-May-16,78753
Rape,28-May-16,78731
Agg Assault,28-May-16,78702
Burglary,28-May-16,78745
Burglary,28-May-16,78744
Burglary,28-May-16,78748
Burglary,28-May-16,78753
Agg Assault,28-May-16,78745
Robbery,28-May-16,78702
Robbery,28-May-16,78723
Theft,28-May-16,78744
Agg Assault,28-May-16,78702
Auto Theft,28-May-16,78723
Auto Theft,28-May-16,78748
Burglary,28-May-16,78744
Burglary,28-May-16,78748
Auto Theft,28-May-16,78745
Burglary,28-May-16,78752
Theft,28-May-16,78723
Theft,28-May-16,78753
Theft,28-May-16,78723
Auto Theft,28-May-16,78702
Burglary,28-May-16,78701
Theft,28-May-16,78753
Theft,28-May-16,78745
Auto Theft,28-May-16,78741
Robbery,28-May-16,78701
Burglary,28-May-16,78717
Theft,28-May-16,78753
Theft,28-May-16,78758
Auto Theft,28-May-16,78741
Theft,28-May-16,78748
Theft,28-May-16,78753
Auto Theft,28-May-16,78753
Agg Assault,28-May-16,78702
Agg Assault,28-May-16,78758
Robbery,28-May-16,78701
Theft,28-May-16,78753
Theft,28-May-16,78748
Burglary,28-May-16,78731
Burglary,28-May-16,78744
Robbery,28-May-16,78746
Auto Theft,28-May-16,78750
Theft,28-May-16,78757
Theft,28-May-16,78741
Burglary,28-May-16,78729
Theft,28-May-16,78703
Theft,28-May-16,78758
Theft,28-May-16,78758
Theft,28-May-16,78704
Agg Assault,28-May-16,78744
Burglary,28-May-16,78704
Burglary,28-May-16,78731
Theft,28-May-16,78613
Robbery,28-May-16,78701
Theft,28-May-16,78723
Robbery,28-May-16,78749
Theft,28-May-16,78704
Theft,28-May-16,78721
Burglary,28-May-16,78752
Burglary,28-May-16,78723
Theft,28-May-16,78704
Theft,28-May-16,78701
Theft,28-May-16,78753
Theft,28-May-16,78719
Theft,28-May-16,78741
Theft,28-May-16,78735
Theft,28-May-16,78702
Theft,28-May-16,78735
Theft,28-May-16,78744
Theft,28-May-16,78701
Theft,28-May-16,78701
Theft,28-May-16,78739
Theft,28-May-16,78739
Theft,28-May-16,78741
Theft,28-May-16,78723
Theft,28-May-16,78705
Theft,28-May-16,78747
Theft,28-May-16,78704
Theft,28-May-16,78759
Theft,28-May-16,78741
Theft,28-May-16,78704
Theft,28-May-16,78753
Theft,28-May-16,78723
Theft,28-May-16,78758
Theft,28-May-16,78705
Theft,28-May-16,78753
Theft,28-May-16,78751
Theft,28-May-16,78744
Theft,28-May-16,78741
Theft,28-May-16,78704
Theft,28-May-16,78757
Theft,28-May-16,78729
Theft,28-May-16,78749
Theft,28-May-16,78723
Theft,28-May-16,78751
Theft,28-May-16,78758
Theft,28-May-16,78723
Theft,28-May-16,78739
Theft,28-May-16,78704
Theft,28-May-16,78726
Theft,28-May-16,78701
Theft,28-May-16,78741
Theft,28-May-16,78729
Theft,28-May-16,78704
Theft,28-May-16,78727
Theft,28-May-16,78701
Theft,29-May-16,78701
Auto Theft,29-May-16,78741
Auto Theft,29-May-16,78745
Robbery,29-May-16,78701
Robbery,29-May-16,78701
Robbery,29-May-16,78701
Agg Assault,29-May-16,78758
Agg Assault,29-May-16,78727
Robbery,29-May-16,78729
Theft,29-May-16,78704
Agg Assault,29-May-16,78723
Burglary,29-May-16,78705
Theft,29-May-16,78745
Burglary,29-May-16,78702
Auto Theft,29-May-16,78747
Burglary,29-May-16,78744
Burglary,29-May-16,78723
Agg Assault,29-May-16,78702
Burglary,29-May-16,78757
Theft,29-May-16,78701
Theft,29-May-16,78752
Auto Theft,29-May-16,78759
Burglary,29-May-16,78753
Theft,29-May-16,78703
Theft,29-May-16,78751
Theft,29-May-16,78746
Auto Theft,29-May-16,78741
Theft,29-May-16,78753
Agg Assault,29-May-16,78724
Burglary,29-May-16,78753
Theft,29-May-16,78753
Theft,29-May-16,78744
Theft,29-May-16,78744
Agg Assault,29-May-16,78744
Auto Theft,29-May-16,78703
Theft,29-May-16,78702
Robbery,29-May-16,78751
Agg Assault,29-May-16,78744
Burglary,29-May-16,78744
Theft,29-May-16,78753
Theft,29-May-16,78750
Theft,29-May-16,78731
Burglary,29-May-16,78704
Theft,29-May-16,78701
Agg Assault,29-May-16,78748
Theft,29-May-16,
Rape,29-May-16,78702
Burglary,29-May-16,78745
Theft,29-May-16,78701
Theft,29-May-16,78723
Agg Assault,29-May-16,78744
Burglary,29-May-16,78748
Robbery,29-May-16,78758
Burglary,29-May-16,78745
Theft,29-May-16,78744
Theft,29-May-16,78613
Agg Assault,29-May-16,78729
Theft,29-May-16,78741
Agg Assault,29-May-16,78752
Auto Theft,29-May-16,78704
Burglary,29-May-16,78703
Agg Assault,29-May-16,78756
Theft,29-May-16,78702
Theft,29-May-16,78702
Theft,29-May-16,78701
Theft,29-May-16,78758
Theft,29-May-16,78721
Theft,29-May-16,
Theft,29-May-16,78701
Theft,29-May-16,78701
Theft,29-May-16,78701
Theft,29-May-16,78730
Theft,29-May-16,78741
Theft,29-May-16,78704
Theft,29-May-16,78759
Theft,29-May-16,78759
Theft,29-May-16,78744
Theft,29-May-16,78759
Theft,29-May-16,78746
Theft,29-May-16,78724
Theft,29-May-16,78746
Theft,29-May-16,78739
Theft,29-May-16,78704
Theft,29-May-16,78705
